"5.00000000000000010408e-03" "2.95422506432299637936e-32"
"2.14517304631997030029e-02" "3.83880065517283779796e-08"
"3.98406374501992024961e-02" "1.02103456863022695289e-04"
"4.27829746040001568375e-02" "1.92225105974955424613e-04"
"6.40397156295258174197e-02" "3.24084748736019759643e-03"
"7.96812749003984049923e-02" "1.00329526530896252778e-02"
"8.52248570399394278496e-02" "1.35747737635989480093e-02"
"1.06341241002067987687e-01" "3.18545450164799889836e-02"
"1.19521912350597614427e-01" "4.65842308633756807534e-02"
"1.27391651478953704668e-01" "5.63001618147998886266e-02"
"1.48378817222630354777e-01" "8.45748777397382772714e-02"
"1.59362549800796809985e-01" "1.00271843713056807434e-01"
"1.69305414639138729349e-01" "1.14772304909684513818e-01"
"1.90174070534208650152e-01" "1.45547606568271287175e-01"
"1.99203187250996005542e-01" "1.58833591970504894864e-01"
"2.10987364747485084404e-01" "1.76023360997242084292e-01"
"2.31747832682678900351e-01" "2.05658097517341209581e-01"
"2.39043824701195228855e-01" "2.15825914098881854741e-01"
"2.52457967740567557069e-01" "2.34135086129645175745e-01"
"2.73120223661343919375e-01" "2.61279508181517683418e-01"
"2.78884462151394396656e-01" "2.68611359400810600917e-01"
"2.93737016782436521911e-01" "2.87001879061550890793e-01"
"3.14310728217555401809e-01" "3.11570535866583897544e-01"
"3.18725099601593619969e-01" "3.16686674627504993751e-01"
"3.34843705962408810795e-01" "3.34694681861897547215e-01"
"3.55338266932213375782e-01" "3.56489868924712460796e-01"
"3.58565737051792843282e-01" "3.59815499371069824619e-01"
"3.75796698935874085024e-01" "3.77079556354590450518e-01"
"3.96221262591437028977e-01" "3.96518904084963097478e-01"
"3.98406374501992011083e-01" "3.98538903471929828459e-01"
"4.16614193187194392642e-01" "4.14888643472258566991e-01"
"4.36977702492617525731e-01" "4.32249634996363041317e-01"
"4.38247011952191289907e-01" "4.33301067687719143606e-01"
"4.57313980523084140373e-01" "4.48672705586109776821e-01"
"4.77625197262214196137e-01" "4.64208018011653344992e-01"
"4.78087649402390457709e-01" "4.64552479757437852825e-01"
"4.97913504345446511490e-01" "4.78935839903137761109e-01"
"5.17928286852589625511e-01" "4.92697870732206610889e-01"
"5.18181036708362463550e-01" "4.92867554000971153094e-01"
"5.38429914203115922433e-01" "5.06034571376966280098e-01"
"5.57768924302788793312e-01" "5.17913715903280724717e-01"
"5.58662243186231033398e-01" "5.18447263096288746276e-01"
"5.78880118080907335454e-01" "5.30098613480906810658e-01"
"5.97609561752988072136e-01" "5.40194531025749991038e-01"
"5.99085622916895488288e-01" "5.40954456230593683230e-01"
"6.19280832850907736464e-01" "5.51000436586701614061e-01"
"6.37450199203187239938e-01" "5.59306674361873978896e-01"
"6.39467815670481498636e-01" "5.60182930763466035984e-01"
"6.59648633284134366939e-01" "5.68476583147554004327e-01"
"6.77290836653386407740e-01" "5.74957956365949485189e-01"
"6.79825343200614606864e-01" "5.75843127110601926688e-01"
"6.99999999999999955591e-01" "5.82283448813084913986e-01"
"7.17131474103585686564e-01" "5.87026414179677047400e-01"
"7.20174656799385304318e-01" "5.87806330706031499034e-01"
"7.40351366715865544244e-01" "5.92402474768748854572e-01"
"7.56972111553784854365e-01" "5.95512535453874281011e-01"
"7.60532184329518412547e-01" "5.96104969692318631402e-01"
"7.80719167149092174718e-01" "5.98966283467763815906e-01"
"7.96812749003984022167e-01" "6.00675208068222943325e-01"
"8.00914377083104422894e-01" "6.01011273975096349531e-01"
"8.21119881919092575728e-01" "6.02286565509248861261e-01"
"8.36653386454183189969e-01" "6.02799095271419282938e-01"
"8.41337756813768877784e-01" "6.02860271996876306844e-01"
"8.61570085796883988749e-01" "6.02775691038349270556e-01"
"8.76494023904382579815e-01" "6.02339817077552019953e-01"
"8.81818963291637447632e-01" "6.02095794765433289797e-01"
"9.02086495654553344181e-01" "6.00875993128555774270e-01"
"9.16334661354581747617e-01" "5.99705276517274787906e-01"
"9.22374802737785715046e-01" "5.99156496652641368250e-01"
"9.42686019476915770809e-01" "5.96983768275662907143e-01"
"9.56175298804780915418e-01" "5.95313769687683569387e-01"
"9.63022297507382329940e-01" "5.94405464457226417885e-01"
"9.83385806812805518540e-01" "5.91482107815552549113e-01"
"9.96015936254980083220e-01" "5.89507198579062641208e-01"
"1.00377873740856293772e+00" "5.88240871359629879933e-01"
"1.02420330106412582616e+00" "5.84717969790333302882e-01"
"1.03585657370517925102e+00" "5.82595619890113325390e-01"
"1.04466173306778653540e+00" "5.80942760774719735295e-01"
"1.06515629403759115590e+00" "5.76956868365075870031e-01"
"1.07569721115537841882e+00" "5.74834478998683895412e-01"
"1.08568927178244445386e+00" "5.72781722531069736881e-01"
"1.10626298321756344478e+00" "5.68443329884136150376e-01"
"1.11553784860557758662e+00" "5.66446912267397739704e-01"
"1.12687977633865599181e+00" "5.63965523321307782290e-01"
"1.14754203225943229860e+00" "5.59370110464533443206e-01"
"1.15537848605577675443e+00" "5.57603148666212300455e-01"
"1.16825216731732095532e+00" "5.54677017295661434204e-01"
"1.18901263525251477127e+00" "5.49916147676030142577e-01"
"1.19521912350597614427e+00" "5.48472906946663840699e-01"
"1.20982592946579137205e+00" "5.45046206428809965061e-01"
"1.23069458536086129286e+00" "5.40152807486983022045e-01"
"1.23505976095617531207e+00" "5.39123671032859741459e-01"
"1.25162118277736955640e+00" "5.35219468798151076783e-01"
"1.27260834852104620651e+00" "5.30240749760697016590e-01"
"1.27490039840637447988e+00" "5.29704806069187017492e-01"
"1.29365875899793181247e+00" "5.25243688543441722416e-01"
"1.31474103585657364768e+00" "5.20246471413885247514e-01"
"1.31477514296006048333e+00" "5.20239090275705917676e-01"
"1.33596028437047409376e+00" "5.15215719303930841377e-01"
"1.35458167330677281548e+00" "5.10812802621052886032e-01"
"1.35721702539599986537e+00" "5.10202449838013105676e-01"
"1.37854826953680031920e+00" "5.05237863590693336846e-01"
"1.39442231075697198328e+00" "5.01511644322096605819e-01"
"1.39995698490234987688e+00" "5.00234483146065000980e-01"
"1.42144620764421225623e+00" "4.95252190050425089574e-01"
"1.43426294820717137313e+00" "4.92300148549988048075e-01"
"1.44301904555673710107e+00" "4.90303022687507139565e-01"
"1.46467868185765404121e+00" "4.85372505041851698415e-01"
"1.47410358565737054093e+00" "4.83251830333448872956e-01"
"1.48642837916143966126e+00" "4.80473035984169349888e-01"
"1.50827148365934604612e+00" "4.75627963374626760995e-01"
"1.51394422310756970873e+00" "4.74361066996416835817e-01"
"1.53021142952106981028e+00" "4.70786089015722164497e-01"
"1.55225174353425132701e+00" "4.66005157905772127158e-01"
"1.55378486055776887653e+00" "4.65667182797055989596e-01"
"1.57439604999927995621e+00" "4.61230430516143263819e-01"
"1.59362549800796804433e+00" "4.57150513702022975870e-01"
"1.59664807589837298707e+00" "4.56513917234305455217e-01"
"1.61901165635943189436e+00" "4.51832358136888823097e-01"
"1.63346613545816721214e+00" "4.48845206857442557968e-01"
"1.64149074043695408776e+00" "4.47199753543191191874e-01"
"1.66408939723419324608e+00" "4.42604595759863439497e-01"
"1.67330677290836637994e+00" "4.40740974044288358336e-01"
"1.68681182239286342472e+00" "4.38040780356881431779e-01"
"1.70966234497901781175e+00" "4.33543033954131074026e-01"
"1.71314741035856554774e+00" "4.32861370109651977245e-01"
"1.73264543479632915357e+00" "4.29078120806231533280e-01"
"1.75298804780876515963e+00" "4.25167094814606072450e-01"
"1.75576571016081461885e+00" "4.24646099845591096233e-01"
"1.77902794617421733392e+00" "4.20249928646097781204e-01"
"1.79282868525896432743e+00" "4.17683529457088642545e-01"
"1.80243708353676113099e+00" "4.15909124584511569189e-01"
"1.82599823794385662801e+00" "4.11609122097936652729e-01"
"1.83266932270916349523e+00" "4.10416668397752981701e-01"
"1.84971671011564930964e+00" "4.07400416396451081624e-01"
