" -0.4949999999999999956" "  2.8835421168769661548" "  0.0628836130163459017" " -0.1828260097153361630" " -0.1461620432988607332" " -0.2263539956530785657" "  1.5398145152075042308" " -1.2921385173887824926" " -1.2921385173887951492" "  1.5626869386954949093" "  1.5398145159247536018" " -1.2921385179372377738" " -1.2921385179372377738" "  1.5942737854555106836"
" -0.4917114093959731314" "  2.8872343068591943549" "  0.0631042852339514654" " -0.1851161969379623851" " -0.1457763586176741566" " -0.2259166421881662890" "  1.5458832828141626514" " -1.2963522358512487020" " -1.2963522358512609145" "  1.5788584095688813491" "  1.5458832835215927659" " -1.2963522363912132196" " -1.2963522363912132196" "  1.6098549308044434181"
" -0.4884228187919463227" "  2.8909264980935165390" "  0.0633249549243047188" " -0.1874063841898672977" " -0.1453906752406295688" " -0.2254792896121467771" "  1.5519520507441988411" " -1.3005659543664565003" " -1.3005659543664687128" "  1.5950299001361105677" "  1.5519520514418101431" " -1.3005659548979304763" " -1.3005659548979304763" "  1.6254361052947072785"
" -0.4851342281879194585" "  2.8946186977437031729" "  0.0635456083609074462" " -0.1896965716457905959" " -0.1450050007481784586" " -0.2250419432919676110" "  1.5580208209361385840" " -1.3047796732736942626" " -1.3047796732737071412" "  1.6112015253154345906" "  1.5580208216239306296" " -1.3047796737966781411" " -1.3047796737966781411" "  1.6410174773044643448"
" -0.4818456375838925942" "  2.8983109129735202814" "  0.0637662318172614040" " -0.1919867594804718636" " -0.1446193427207724258" " -0.2246046085945765103" "  1.5640895953285072206" " -1.3089933929122510303" " -1.3089933929122634648" "  1.6273734000251032228" "  1.5640895960064797876" " -1.3089933934267443671" " -1.3089933934267443671" "  1.6565992152118749203"
" -0.4785570469798657856" "  2.9020031509467347774" "  0.0639868115668684595" " -0.1942769478686508233" " -0.1442337087388631256" " -0.2241672908869212222" "  1.5701583758598294249" " -1.3132071136214149565" " -1.3132071136214273910" "  1.6435456391833671574" "  1.5701583765279827354" " -1.3132071141274173076" " -1.3132071141274173076" "  1.6721814873951008629"
" -0.4752684563758389213" "  2.9056954188271149064" "  0.0642073338832303414" " -0.1965671369850670314" " -0.1438481063829019913" " -0.2237299955359492443" "  1.5762271644686307592" " -1.3174208357404744163" " -1.3174208357404866288" "  1.6597183577084768658" "  1.5762271651269645911" " -1.3174208362379853376" " -1.3174208362379853376" "  1.6877644622323035861"
" -0.4719798657718120571" "  2.9093877255483611144" "  0.0644277822122279464" " -0.1988573270340580068" " -0.1434625448165794126" " -0.2232927290102478257" "  1.5822959636007452033" " -1.3216345597016754265" " -1.3216345597016878610" "  1.6758916976696385248" "  1.5822959642492595567" " -1.3216345601906951401" " -1.3216345601906951401" "  1.7033483460325051784"
" -0.4686912751677852484" "  2.9130800871239039829" "  0.0646481286892584828" " -0.2011475183383519549" " -0.1430770395365398850" " -0.2228555021849615014" "  1.5883647777312432936" " -1.3258482863090985671" " -1.3258482863091105575" "  1.6920659097398782489" "  1.5883647783699372802" " -1.3258482867896261848" " -1.3258482867896261848" "  1.7189334968281739791"
" -0.4654026845637583842" "  2.9167725213371031856" "  0.0648683426220982018" " -0.2034377112502749052" " -0.1426916076226666941" " -0.2224183270368743914" "  1.5944336118425039839" " -1.3300620164597805051" " -1.3300620164597922734" "  1.7082412717431776361" "  1.5944336124713767155" " -1.3300620169318153607" " -1.3300620169318153607" "  1.7345203105826398904"
" -0.4621140939597315200" "  2.9204650459713232813" "  0.0650883933185234381" " -0.2057279061221528593" " -0.1423062661548430141" " -0.2219812155427703104" "  1.6005024709169060060" " -1.3342757510507587959" " -1.3342757510507710084" "  1.7244180615035167303" "  1.6005024715359577048" " -1.3342757515143004454" " -1.3342757515143004454" "  1.7501091832592319264"
