"  0.00500000000000000010408" "  3.17028960868210551993229" "  0.09666624058338207925445" " -0.77068988383427794452984" " -0.11535176729697758923887" " -0.19360900474016110028863" "  2.54577072713485330623939" " -2.01605017313415091351203" " -2.01605017313415046942282" "  5.18180887445237203792203" "  2.54577084338119385975574" " -2.01605036267226722657142" " -2.01605036267226722657142" "  5.18180875449615996330976"
"  0.02145173046319970300289" "  3.20017265137071760250365" "  0.09743853953867459560811" " -0.77807757848106873233007" " -0.11317075647992895504057" " -0.19099494267861083507398" "  2.57520303985016907333261" " -2.03605564865456889478423" " -2.03605564865456889478423" "  5.28024228105866022531245" "  2.57520322571488025076292" " -2.03605594965944858287799" " -2.03605594965944858287799" "  5.28024209009231260125716"
"  0.03984063745019920249613" "  3.23382192566420556545381" "  0.09832631092413696149990" " -0.78646004492290411125310" " -0.11081565516630585699343" " -0.18816623913482133367836" "  2.60831283491922194528456" " -2.05864918412692565752309" " -2.05864918412692565752309" "  5.39199077536670134946917" "  2.60831294622648135472787" " -2.05864936069733284185190" " -2.05864936069733284185190" "  5.39199066497403567410629"
"  0.04278297460400015683746" "  3.23919850399896969150859" "  0.09847378289886904445538" " -0.78780314823714614469452" " -0.11044371823871226845348" " -0.18772084634556868154576" "  2.61362857807615256433564" " -2.06227898434106160507895" " -2.06227898434106160507895" "  5.40999555423296474288009" "  2.61362876731617577164002" " -2.06227928664888482401807" " -2.06227928664888526810728" "  5.40999536572150674373916"
"  0.06403971562952581741968" "  3.27798019222965608676645" "  0.09947236648785962032093" " -0.79746357690895797176722" " -0.10783224873203041405123" " -0.18456351021198519335442" "  2.65209881575579009549415" " -2.08846403935087820968874" " -2.08846403935087820968874" "  5.54100528375853063067780" "  2.65209899869270682160050" " -2.08846432494690237291479" " -2.08846432494690237291479" "  5.54100510156330727795648"
"  0.07968127490039840499225" "  3.30645455707624824626123" "  0.10016827653315912849408" " -0.80455832016859307742607" " -0.10598116912457447580387" " -0.18230870297221196674187" "  2.68052033772789721766117" " -2.10770554271376475696798" " -2.10770554271376475696798" "  5.63843325546472229348183" "  2.68052051874800500996798" " -2.10770581673806889355660" " -2.10770581673806889355660" "  5.63843305961092688960434"
"  0.08522485703993942784962" "  3.31651261063331892486872" "  0.10045053870840409127041" " -0.80705560154320132859596" " -0.10532456529959721702738" " -0.18151361095531540201797" "  2.69062021995923883466162" " -2.11465709254433820163399" " -2.11465709254433820163399" "  5.67329892516559564086265" "  2.69062039640949901553313" " -2.11465735956072986567733" " -2.11465735956072986567733" "  5.67329874876992956700406"
"  0.10634124100206798768653" "  3.35348066997802707334131" "  0.10113855258237980372371" " -0.81666129522195241019489" " -0.10295969486125182423830" " -0.17857990487250657851703" "  2.72883837532182660368107" " -2.14009781057147030480792" " -2.14009781057146986071871" "  5.80693892938982791918079" "  2.72741732371583056604436" " -2.13769460780116515863369" " -2.13769460780116560272290" "  5.80362401246380255059876"
"  0.11952191235059761442727" "  3.37870781427306265953803" "  0.10193647080182155484351" " -0.82254950910881863279656" " -0.10147438547698485467041" " -0.17678623515022759415949" "  2.75332307580713031569530" " -2.15700233339880709237946" " -2.15700233339880709237946" "  5.89089993893706065364313" "  2.75332322592141709449720" " -2.15700255831688370022903" " -2.15700255831688370022903" "  5.89089978779218981230770"
"  0.12739165147895370466813" "  3.39293593052549580235677" "  0.10226536256799878543688" " -0.82609245185647572906618" " -0.10062405792760624467785" " -0.17573415152232527147724" "  2.76776821369195902278193" " -2.16673622467007120917515" " -2.16673622467007165326436" "  5.94146483413685277952254" "  2.76776843057776167356110" " -2.16673654737393173164151" " -2.16673654737393217573072" "  5.94146461352899546426443"
