" 5.00000000000000010408e-03" " 1.46876293193864194109e+03" "-4.31578086543425797572e+03" " 4.01633209176086719561e-02" "-2.41795783663369427338e-03" " 5.26051256365138897308e+01" " 1.50389620427323412150e+06" "-1.29155333174706363764e+01" "-1.29155333174706363764e+01" " 1.69833372893339157013e-04" " 1.50389620427324017510e+06" "-1.29155333174707749322e+01" "-1.29155333174707749322e+01" " 1.69833372893341840414e-04"
" 5.23485157693626135256e-03" " 1.39204106172856018020e+03" "-4.06628982645428823162e+03" " 4.04602569763820446580e-02" "-2.54585465706744533063e-03" " 4.80851359997493403853e+01" " 1.36033519595028087497e+06" "-1.25417994590813499656e+01" "-1.25417994590813535183e+01" " 1.77407388751449899330e-04" " 1.36033519595028623007e+06" "-1.25417994590814725342e+01" "-1.25417994590814689815e+01" " 1.77407388751452311680e-04"
" 5.88920802405329402163e-03" " 1.22936188377648659298e+03" "-3.51395260712978006268e+03" " 4.19072169497932967008e-02" "-2.89995297827339883201e-03" " 3.87026458536939657051e+01" " 1.05484071679093968123e+06" "-1.17553753453376277349e+01" "-1.17553753453376259586e+01" " 2.01980537349078713124e-04" " 1.05484071679093549028e+06" "-1.17553753453381144567e+01" "-1.17553753453381144567e+01" " 2.01980537349095979043e-04"
" 7.19792091828735935977e-03" " 9.73023837318856180900e+02" "-2.65396169883491802466e+03" " 4.45570453977285757530e-02" "-3.57347236460282607559e-03" " 2.81736909645702660043e+01" " 6.60476967489582835697e+05" "-1.04269443582538379189e+01" "-1.04269443582538396953e+01" " 2.58988000380679951867e-04" " 6.60476967489596805535e+05" "-1.04269443582542766791e+01" "-1.04269443582542766791e+01" " 2.58988000380693233343e-04"
" 7.85227736540439202884e-03" " 8.76252780980897910013e+02" "-2.33961776713759627455e+03" " 4.60262440926907101524e-02" "-3.89770140939961441326e-03" " 2.50418416413349653737e+01" " 5.36454093771887128241e+05" "-9.93057512807808251409e+00" "-9.93057512807808073774e+00" " 2.92303877832649665943e-04" " 5.36454093771875719540e+05" "-9.93057512807940412358e+00" "-9.93057512807940234723e+00" " 2.92303877832729354803e-04"
" 8.50663381252142469791e-03" " 7.98971381803049098380e+02" "-2.09297991427395936626e+03" " 4.78980695663994704425e-02" "-4.21352185561914196338e-03" " 2.27183176839199028052e+01" " 4.45050168867438565940e+05" "-9.58483387430389299766e+00" "-9.58483387430389122130e+00" " 3.30665441828063020116e-04" " 4.45050168867426866200e+05" "-9.58483387430557876030e+00" "-9.58483387430557876030e+00" " 3.30665441828182173935e-04"
" 9.16099025963845736698e-03" " 7.32959755327235029654e+02" "-1.88675992647007456071e+03" " 4.98189740357165497531e-02" "-4.52741099381249664790e-03" " 2.08904189015496442039e+01" " 3.73891173292592167854e+05" "-9.28659779057506540312e+00" "-9.28659779057506717947e+00" " 3.72167218871791800807e-04" " 3.73891173292578081600e+05" "-9.28659779067806745445e+00" "-9.28659779067806745445e+00" " 3.72167218879410489473e-04"
" 1.04697031538725227051e-02" " 6.30423936699154751295e+02" "-1.57362116886969101870e+03" " 5.41743822975490479932e-02" "-5.14092666671773362852e-03" " 1.82136338368331820448e+01" " 2.74633987660402199253e+05" "-8.88059898251184876017e+00" "-8.88059898251184876017e+00" " 4.67774539022344348210e-04" " 2.74633987660411046818e+05" "-8.88059898252876855906e+00" "-8.88059898252876678271e+00" " 4.67774539023969350426e-04"
" 2.57159860846032373161e-02" " 2.05242880776063685744e+02" "-3.82695219290892964636e+02" " 8.56091025293947566199e-02" "-1.15407322325869459573e-02" " 8.13423853248920636361e+00" " 2.90129301315626871656e+04" "-5.88435674324031676719e+00" "-5.88435674324031587901e+00" " 2.17590336501331891444e-03" " 2.90129301315743978193e+04" "-5.88435674324854840478e+00" "-5.88435674324854840478e+00" " 2.17590336501777498537e-03"
" 2.84900284900284905820e-02" " 1.77988219465461156688e+02" "-3.14852652821432513974e+02" " 8.76548535852571808480e-02" "-1.25653006990182527364e-02" " 7.42698926587331342830e+00" " 2.18267722158425240195e+04" "-5.46556554577456044086e+00" "-5.46556554577456044086e+00" " 2.55532603226311201203e-03" " 2.18267722158473916352e+04" "-5.46556554577929265548e+00" "-5.46556554577929265548e+00" " 2.55532603226651553949e-03"
" 4.09231846920710129467e-02" " 1.05695746563754127578e+02" "-1.47396955792434425803e+02" " 8.94639256236979402148e-02" "-1.66493245733068014058e-02" " 5.32032313514081245387e+00" " 7.58212492000981819729e+03" "-3.97714509200413113277e+00" "-3.97714509200413246504e+00" " 4.36949890539397103884e-03" " 7.58212492000368092704e+03" "-3.97714509241663760619e+00" "-3.97714509241663849437e+00" " 4.36949890622040544585e-03"
